ID,Address,AssessedValue
2862,6 BELMONT AVE ,276900
2863,3 BELMONT AVE,234000
2864,1 BELMONT AVE,238900
2865,22 MAIN ST ,275300
2866,24 MAIN ST ,381900
2867,26 MAIN ST,261400
2868,28 MAIN ST ,538400
2869,30 MAIN ST,316300
2870,32 MAIN ST ,462000
2871,40 1/2 MAIN ST,167900
2872,41 WASHINGTON ST,258400
2873,WASHINGTON ST ,5200
2877,107 123 MAIN ST,3412500
2878,106 MAIN ST ,313800
2880,12 WASHINGTON ST,476500
2881,16 WASHINGTON ST,262700
2882,18 WASHINGTON ST,48900
2883,WASHINGTON ST,2100
2884,24 WASHINGTON ST,660100
2885,26 WASHINGTON ST,324600
2886,30 WASHINGTON ST ,225700
2887, WASHINGTON ST,800
2888,35 WASHINGTON ST ,284700
2889,33 WASHINGTON ST ,241800
2890,25 WASHINGTON ST ,83600
2891,21 WASHINGTON ST,382200
2892,17 WASHINGTON ST ,282400
2893,15 WASHINGTON ST ,267700
2894,11 WASHINGTON ST,264500
2895,9 WASHINGTON ST ,317300
2896,7 WASHINGTON ST,387500
2897,5 WASHINGTON ST,412400
2899,6 STATE ST,270200
2901,14 STATE ST,376700
2902,16 STATE ST,261200
2903,STATE ST ,2500
2904,20 STATE ST ,458200
2905,24 STATE ST ,492700
2906,2 BETHANY RD,288400
2907,4 BETHANY RD ,272700
2909,6 BETHANY RD,583700
2910,10 BETHANY RD ,474600
2911,12 BETHANY RD ,450700
2912,14 BETHANY RD ,72700
2914,16 BETHANY RD,634700
2915,22 BETHANY RD ,194500
2916,34 BETHANY RD,207500
2917,28 BETHANY RD ,178800
2918,32 BETHANY RD ,233600
2919,33 BETHANY RD,299800
2920,29 BETHANY RD ,334100
2921,25 BETHANY RD,289200
2922,4 STEWART AVE ,338800
2923,WAYNE RD ,5200
2924,6 WAYNE RD,226400
2925,5 WAYNE RD ,444200
2926,3 WAYNE RD,292375
2927,8 STEWART AVE,467500
2928,10 STEWART AVE ,394900
2929,20 STEWART AVE,567700
2933,20 CARPENTER RD ,374500
2934,11 STEWART AVE,741800
2938,3 STEWART AVE ,388000
2939,21 BETHANY RD,371700
2940,19 BETHANY RD ,373800
2941, BETHANY RD,200
2942,15 BETHANY RD ,699700
2943,11 BETHANY RD ,402300
2944,9 BETHANY RD ,473800
2945,17 BETHANY RD ,336800
2946,7 BETHANY RD,313000
2947,5 BETHANY RD ,299000
2948,3 BETHANY RD ,259200
2949,1 BETHANY RD,254500
2950,36 STATE ST ,305300
2951,38 STATE ST,308700
2952,40 STATE ST ,326700
2953,42 STATE ST,229800
2954,48 STATE ST ,264500
2955,2 GATES ST ,277250
2956,40 CUSHMAN ST ,445000
2957,7 MCCRAY CIRCLE,503400
2958,21 STEWART AVE ,410500
2959,3 MCCRAY CIRCLE ,593900
2961,6 HERITAGE LN,472300
2962,4 GATES ST ,355800
2963,10 HERITAGE LN,449300
2964,8 GATES ST,322100
2965,13 STEWART AVE ,516300
2966,10 GATES ST ,307500
2967,6 GATES ST ,437500
2968,12 HERITAGE LN,539900
2969,8 HERITAGE LN,588400
2970,4 HERITAGE LN,523400
2971,5 MCCRAY CIRCLE,392500
2972,11 MCCRAY CIRCLE,415700
2974,1 HERITAGE LN ,488300
2975,3 HERITAGE LN,461100
2976,7 HERITAGE LN,512800
2977,15 HERITAGE LN,485700
2978,17 STEWART AVE ,545100
2979,11 HERITAGE LN ,422700
2980,9 HERITAGE LN ,463100
2981,5 HERITAGE LN,444900
2982,MCCRAY CIRCLE ,47800
2983,2 CARPENTER RD,416100
2984,31 CUSHMAN ST,244900
2985,20 CUSHMAN ST,205600
2986,28 CUSHMAN ST ,178600
2988,26 CUSHMAN ST ,271200
2990,32 CUSHMAN ST,163900
2991,11 GATES ST,243200
2992,9 GATES ST,278800
2993,5 GATES ST,279900
2994,3 GATES ST ,283000
2995,1 GATES ST,251100
2996,39 STATE ST,321000
2997,31 STATE ST,3773400
2998,25 STATE ST,289500
2999,27 STATE ST ,192700
3000,23 STATE ST,255200
3001,21 STATE ST,292800
3002,19 STATE ST,247900
3003, STATE ST,57400
3004,8 STATE ST ,12400
3005,110 MAIN ST ,4613700
3006,MAIN ST ,17500
3007,122 MAIN ST,260900
3009,124-126 MAIN ST ,370000
3010,128 MAIN ST,374700
3011,134 MAIN ST ,253200
3013,146 MAIN ST,1761400
3015,15 BRIDGE ST,281300
3016,11 BRIDGE ST,236200
3017,9 BRIDGE ST,246700
3019,3 BRIDGE ST ,561200
3020,23 GREEN ST,348100
3021,21 GREEN ST ,253500
3022,19 GREEN ST ,307300
3023,17 GREEN ST ,248600
3024,15 GREEN ST ,325900
3025,13 GREEN ST ,344800
3026,11 GREEN ST ,264300
3027,9 GREEN ST,374900
3028,5 SQUIER AVE ,510200
3029,SQUIER AVE ,100
3030,7 GREEN ST,288200
3031,SQUIER AVE ,100
3032,SQUIER AVE ,5200
3033,11 LINCOLN ST ,52500
3034,5 LINCOLN PL ,421600
3035,9 LINCOLN ST ,246100
3036,7 LINCOLN ST ,233400
3037,5 LINCOLN ST,290100
3038,3 LINCOLN ST ,280700
3039,175 MAIN ST,293800
3040,177 MAIN ST ,1520300
3041,1 LINCOLN PL ,225000
3043,173 MAIN ST,333300
3044,153 MAIN ST ,514200
3045,155 MAIN ST ,344200
3046,141 MAIN ST ,290500
3047,125 MAIN ST ,380000
3051,162 MAIN ST ,611200
3052,4 CUSHMAN ST ,322300
3053,12 CUSHMAN ST ,79300
3054,14 CUSHMAN ST,416800
3055,19 CUSHMAN ST,407900
3057,17 CUSHMAN ST ,269500
3058,11 CUSHMAN ST,241500
3059,170 MAIN ST ,737500
3060,178 MAIN ST,293500
3061,186 MAIN ST ,673000
3062,194 MAIN ST ,340100
3064,198 MAIN ST ,2052200
3065,MAIN ST ,78100
3066,200 MAIN ST ,41800
3067,198 MAIN ST,195000
3068,200 MAIN ST,382200
3069,198 MAIN ST ,364100
3070,204 MAIN ST ,279600
3071,210 MAIN ST,364500
3072,216 MAIN ST ,596500
3075,224 MAIN ST ,369200
3076,230 MAIN ST ,244200
3077,234 MAIN ST ,267300
3078,236 MAIN ST ,384200
3079,4 PARK AVE ,330300
3080,6 - 8 PARK AVE ,279000
3081,10 PARK AVE ,196800
3084,PARK AVE ,51800
3086,14 PARK AVE ,279600
3087,16 PARK AVE ,173900
3088,14   1/2 PARK AVE ,221600
3089,17 PARK AVE ,273500
3090,15 PARK AVE,261400
3091,11 PARK AVE,277200
3092,9 PARK AVE,210200
3093,5 PARK AVE ,320900
3094,244 MAIN ST,249500
3096,246 MAIN ST,262600
3097,4 HAMPDEN AVE,302200
3098,10 HAMPDEN AVE,233900
3099,12 HAMPDEN AVE,211000
3100,14 HAMPDEN AVE ,323800
3101,HAMPDEN AVE ,8700
3103,20 HAMPDEN AVE ,341800
3104,24 HAMPDEN AVE,237200
3106,20 PARK AVE,207900
3108,22 PARK AVE,211800
3109,41 PEASE AVE,276900
3110, PEASE AVE,300
3111,39 PEASE AVE ,228900
3112, PEASE AVE,5700
3113,PEASE AVE ,40400
3114,21 PEASE AVE ,428900
3115,17 PEASE AVE ,258300
3116,11 PEASE AVE ,218800
3117,9 PEASE AVE ,299100
3118,7 PEASE AVE,280700
3119,3 PEASE AVE,323000
3120,1 PEASE AVE ,278600
3121,37 CUSHMAN ST,217000
3122,33 CUSHMAN ST ,265800
3123, CUSHMAN ST,76600
3124,4 CARPENTER RD ,301500
3125,6 CARPENTER RD ,323800
3126, CARPENTER RD,8400
3127,CARPENTER RD ,74100
3128,CARPENTER RD ,74600
3129,CARPENTER RD ,74100
3130,CARPENTER RD ,23300
3131,39 CARPENTER RD ,337500
3134,11 CARPENTER RD ,276700
3136,1 CARPENTER RD,282300
3137,2 PEASE AVE,265800
3138,8 PEASE AVE ,356700
3139,10 PEASE AVE,226500
3140,16 PEASE AVE ,368700
3141,18 PEASE AVE ,285200
3142,20 PEASE AVE,331400
3143,24 PEASE AVE ,281500
3144, PEASE AVE,91600
3145,40 PEASE AVE,239600
3147,44 PEASE AVE,474500
3148,21 HAMPDEN AVE,185000
3150,15 HAMPDEN AVE ,236900
3151,4 HAMPDEN CT,244900
3152,6 HAMPDEN CT,239800
3153,7 HAMPDEN CT,234500
3154,14 HAMPDEN CT ,282700
3155,5 HAMPDEN CT ,242600
3156,11 HAMPDEN AVE,193800
3157,9 HAMPDEN AVE,205200
3158,7 HAMPDEN AVE ,240300
3159,250 MAIN ST,228500
3160,252 MAIN ST ,364800
3161,256 MAIN ST,242900
3162,MAIN ST ,5500
3168,288 MAIN ST ,655200
3170,12 VALLEY VIEW HGTS,305700
3171,255 MAIN ST ,495100
3172,253 MAIN ST,283800
3173,251 MAIN ST,212900
3175,22 GREEN ST ,2028200
3176,241 MAIN ST ,81700
3177,239 MAIN ST,226900
3178,235 MAIN ST ,210900
3179,229 MAIN ST,212600
3180,227 MAIN ST ,225600
3181,221 MAIN ST,176100
3182,215 MAIN ST,342200
3183,201 MAIN ST,251600
3185,197 MAIN ST,376100
3186,179 MAIN ST ,59000
3187,4 LINCOLN ST ,241800
3188,2 GREEN ST ,314700
3189,4 GREEN ST,284500
3190,8 GREEN ST,293600
3191,10 GREEN ST ,234900
3192,12 GREEN ST ,283900
3193,14 GREEN ST ,236100
3195,24 GREEN ST ,253200
3196,26 GREEN ST ,225800
3197,28 GREEN ST ,222000
3198,30 GREEN ST ,217500
3199,32 GREEN ST ,297700
3200,33 GREEN ST,577700
3204,4 BRIDGE ST ,225000
3205,14 BRIDGE ST,224400
3206,20 BRIDGE ST ,252700
3207,22 BRIDGE ST ,291600
3209,35 GREEN ST,263000
3210,6 BRIDGE ST,201800
3211,3 GREEN ST,380700
3212,1 GREEN ST ,383800
3214,11 VALLEY VIEW HGTS,294200
3216,9 VALLEY VIEW HGTS,276700
3217,7 VALLEY VIEW HGTS,269900
3218,5 VALLEY VIEW HGTS,319400
3219,1 VALLEY VIEW HGTS,302900
3220,25 REYNOLDS AVE,190200
3221,23 REYNOLDS AVE ,289500
3222,21 REYNOLDS AVE,324300
3223,19 REYNOLDS AVE ,349600
3224,17 REYNOLDS AVE ,370000
3225,MAIN ST ,62300
3226,8 WHITNEY AVE ,299900
3227,7 REYNOLDS AVE ,538200
3229, WHITNEY AVE,5800
3230,5 WHITNEY AVE,275700
3231,3 WHITNEY AVE,279300
3232,1F WHITNEY AVE ,256000
3233,316 MAIN ST,370300
3234,326 MAIN ST,238200
3235,1R WHITNEY AVE,245400
3236,328 MAIN ST ,196000
3237,2 KING AVE ,241900
3238,6 KING AVE,399200
3239,12 KING AVE ,242900
3240,14 KING AVE ,231800
3242,18 KING AVE,109600
3243,31 KING AVE ,226000
3244,21 KING AVE ,269400
3245,19 1/2 KING AVE ,241700
3246,19 KING AVE,179000
3247,17 KING AVE ,163800
3249,15 KING AVE,240000
3250,11 KING AVE ,372300
3251,8 KING LN ,362200
3252,KING LN,6300
3253,6 KING LN ,269000
3254,4 KING LN ,281400
3256,5 KING AVE,212900
3257,1 KING LN ,346200
3258,340 MAIN ST ,268700
3259,2 KING LN ,219600
3260,339 MAIN ST ,642100
3261,14 OAK ST,348100
3262,325 MAIN ST,222000
3263,MAIN ST ,74900
3264,MAIN ST ,31200
3265,305 MAIN ST ,274400
3266,301 MAIN ST,278000
3267,299 MAIN ST,236900
3268,297 MAIN ST ,149400
3270,6 BLISS ST ,326100
3271,8 BLISS ST ,167100
3272,10 BLISS ST ,380400
3273,14 BLISS ST ,293900
3276,4 OAK ST,342000
3277,6 OAK ST,185400
3278,8 OAK ST,257200
3279,10 OAK ST,247500
3280,15 OAK ST,199800
3282,13 OAK ST,207800
3283,13  A OAK ST ,184000
3284,13 B OAK ST ,188000
3285,9 OAK ST,252400
3286,17 OAK ST ,270600
3287,5 OAK ST ,381900
3288,3 OAK ST ,241400
3289,18 BLISS ST ,286900
3290,15 BLISS ST ,435400
3291,BLISS ST ,800
3292,7 BLISS ST ,348300
3293,293 MAIN ST ,74300
3294,1 BLISS ST ,344400
3295,289 MAIN ST,57800
3296,287 MAIN ST,331600
3297,30 BRIDGE ST ,219600
3298,28 BRIDGE ST ,54100
3300,290 MAIN ST,244100
3301,294 MAIN ST ,248900
3302,296 MAIN ST,250800
3304,4 REYNOLDS AVE,225800
3305,10 REYNOLDS AVE ,360000
3306,16 REYNOLDS AVE,333800
3307,18 REYNOLDS AVE,241500
3308,20 REYNOLDS AVE ,249800
3309,22 REYNOLDS AVE ,234500
3311,8 WALES RD ,215200
3312,21 BLISS ST ,118300
3313,1 ROBBINS RD ,243900
3314,379 MAIN ST,260200
3315,375 MAIN ST,376200
3316,MAPLE ST ,300
3317,361 MAIN ST,212200
3318,369 MAIN ST,272800
3319,367 MAIN ST ,289400
3320,359 MAIN ST,213200
3321,7 MAPLE ST ,240100
3322, MAPLE ST,2900
3323,5 MAPLE ST,212400
3324,3 MAPLE ST,177700
3325,1 MAPLE ST ,320700
3326,27 OAK ST ,255700
3328,25 OAK ST ,299900
3332,19 OAK ST ,920700
3333,4 WALES RD ,266500
3334,6 WALES RD,211600
3335,10 WALES RD ,281300
3336,12 WALES RD,287500
3337,14 WALES RD,231500
3338,16 WALES RD,283400
3339,18 WALES RD,375300
3342,26 WALES RD ,239800
3343,WALES RD ,29500
3344,30 WALES RD ,288000
3345,32 WALES RD,326800
3346,34 WALES RD ,368900
3347,36 WALES RD ,285900
3348,2 MUNN RD ,336400
3349,4 MUNN RD ,379700
3350,8 MUNN RD ,356700
3351,12 MUNN RD,371900
3354,18 MUNN RD ,302500
3356,5 MUNN RD ,254600
3357,58 WALES RD,272300
3358,62 WALES RD,359200
3359,64 WALES RD,197000
3360,65 WALES RD ,239000
3361,63 WALES RD ,211200
3362,61 WALES RD,347300
3363,59 WALES RD ,256500
3364,57 WALES RD ,260700
3365,WALES RD ,54600
3366,53 WALES RD,253700
3367,51 WALES RD,393300
3368, WALES RD,2600
3369, WALES RD,400
3370, WALES RD,800
3371,41 WALES RD,216000
3372,35 WALES RD,349400
3374,25 WALES RD,89400
3375,23 WALES RD,302500
3376,19 WALES RD,228500
3377,11 WALES RD ,298200
3378,5 WALES RD,255000
3379,3 WALES RD ,219700
3380,344 MAIN ST ,341900
3381,346 MAIN ST,227700
3382,350 MAIN ST,175800
3383, MAIN ST,80400
3384,354 MAIN ST ,746500
3385,356 MAIN ST ,186300
3386,358 MAIN ST,304500
3387,360 MAIN ST,342900
3388, MAIN ST,9400
3389,368 MAIN ST ,243500
3390,372 MAIN ST ,284800
3391,374 MAIN ST,443200
3392, CEDAR SWAMP RD,11500
3393,380 MAIN ST ,392200
3394,6 CEDAR SWAMP RD,347000
3395,1 CEDAR SWAMP RD ,240900
3396, CEDAR SWAMP RD,14000
3397, WALES RD,10500
3398,47 BLANCHARD RD,349300
3399,26 STAFFORD RD,122400
3403, STAFFORD RD,75100
3404,18 STAFFORD RD,270200
3405, STAFFORD RD,73300
3406,10 STAFFORD RD,188300
3407, STAFFORD RD,80500
3408,19 STAFFORD RD ,336300
3409,15 STAFFORD RD,330400
3410,13 STAFFORD RD ,273100
3411,11 STAFFORD RD,239600
3412,CEDAR SWAMP RD ,18700
3413,12 CEDAR SWAMP RD,379600
3414,16 CEDAR SWAMP RD ,328200
3415,20 CEDAR SWAMP RD ,318000
3416,22 CEDAR SWAMP RD,334300
3419,16 BLANCHARD RD ,281400
3420,20 BLANCHARD RD,447100
3421,26 BLANCHARD RD,291600
3422,30 BLANCHARD RD,497800
3423,34 BLANCHARD RD,381100
3424,40 BLANCHARD RD,411300
3425,48 BLANCHARD RD,438300
3426,44 BLANCHARD RD,312300
3427,52 BLANCHARD RD,370300
3428,75 WALES RD ,268300
3429,WALES RD ,6200
3430,67 WALES RD ,9600
3431,66 WALES RD ,322400
3432, CEDAR SWAMP RD,3500
3433,54 STAFFORD RD,143400
3437,WALES RD ,3900
3438,151 WALES RD,417000
3439,157 WALES RD ,526300
3440,163 WALES RD,528100
3441,147 WALES RD ,644700
3442, BLANCHARD RD,18800
3443,BLANCHARD RD ,70300
3444,73 BLANCHARD RD,398200
3445,63 BLANCHARD RD,412600
3449,94 CEDAR SWAMP RD ,88700
3450, CEDAR SWAMP RD,15100
3452, BLANCHARD RD,5000
3453,CEDAR SWAMP RD,6200
3454, CEDAR SWAMP RD,379300
3457,CEDAR SWAMP RD ,1500
3461,200 CEDAR SWAMP RD ,144900
3462,CEDAR SWAMP RD ,90500
3463,210 CEDAR SWAMP RD ,82100
3464, CEDAR SWAMP RD,18200
3465,CEDAR SWAMP RD ,2000
3466,26 AYERS RD,413800
3467,218 CEDAR SWAMP RD ,500300
3468,222 CEDAR SWAMP RD ,508900
3469,214 CEDAR SWAMP RD ,429400
3470,226 CEDAR SWAMP RD,389000
3471,251 CEDAR SWAMP RD,311800
3472,233 CEDAR SWAMP RD,386700
3473,CEDAR SWAMP RD ,42100
3474,221 CEDAR SWAMP RD ,164600
3475,215 CEDAR SWAMP RD ,522100
3476,207 CEDAR SWAMP RD,473900
3477,205 CEDAR SWAMP RD ,34000
3478,31 AYERS RD ,127100
3479,CEDAR SWAMP RD ,35700
3480,240 CEDAR SWAMP RD,674600
3481,244 CEDAR SWAMP RD ,406500
3482, CEDAR SWAMP RD,1000
3483,254 CEDAR SWAMP RD ,580500
3484,258 CEDAR SWAMP RD,454400
3485,266 CEDAR SWAMP RD ,433100
3486,19 AYERS RD ,428600
3487,23 AYERS RD,457500
3488,25 AYERS RD ,431000
3489,30 AYERS RD ,576900
3490,39 AYERS RD ,135100
3491,32 AYERS RD ,649000
3492,38 AYERS RD,394900
3493,AYERS RD ,60300
3494,43 AYERS RD ,666100
3495,52 AYERS RD ,399100
3496, CEDAR SWAMP RD,73900
3497,281 CEDAR SWAMP RD,306900
3498,275 CEDAR SWAMP RD ,266400
3499,273 CEDAR SWAMP RD,365600
3500,265 CEDAR SWAMP RD ,343400
3501,CEDAR SWAMP RD ,11500
3502,249 CEDAR SWAMP RD,399700
3503,332 CEDAR SWAMP RD,476300
3504,324 CEDAR SWAMP RD,414400
3505,300 CEDAR SWAMP RD ,290100
3507,321 CEDAR SWAMP RD ,399900
3508,327 CEDAR SWAMP RD ,317700
3509,167 STAFFORD HOLLOW RD,640200
3510,177 STAFFORD HOLLOW RD ,317100
3511,163 STAFFORD HOLLOW RD,374800
3512,156 STAFFORD HOLLOW RD ,394600
3513,157 STAFFORD HOLLOW RD ,295100
3514,151 STAFFORD HOLLOW RD,268200
3515,166 STAFFORD HOLLOW RD,514000
3516,371 CEDAR SWAMP RD ,320600
3518,369 CEDAR SWAMP RD ,225600
3519, STAFFORD HOLLOW RD,23100
3520,365 CEDAR SWAMP RD ,522400
3521,343 CEDAR SWAMP RD ,369600
3522,170 STAFFORD HOLLOW RD,360000
3523,355 CEDAR SWAMP RD,502800
3524,339 CEDAR SWAMP RD,441500
3525,351 CEDAR SWAMP RD ,477700
3526,359 CEDAR SWAMP RD ,326900
3527,333 CEDAR SWAMP RD,378100
3528,358 CEDAR SWAMP RD,333300
3529,255 MOULTON HILL RD ,463700
3530,227 MOULTON HILL RD ,350900
3532,245 MOULTON HILL RD ,427900
3533,243 MOULTON HILL RD ,408900
3534,241 MOULTON HILL RD ,505900
3535,239 MOULTON HILL RD,522500
3536,271 MOULTON HILL RD ,290700
3537,263 MOULTON HILL RD,458800
3538,274 MOULTON HILL RD ,418600
3539,266 MOULTON HILL RD,188800
3540,268 MOULTON HILL RD,275900
3542,10 FENTON RD ,411900
3543,6 FENTON RD,269900
3544,FENTON RD ,23300
3545,30 FENTON RD,357900
3546,28 FENTON RD,442900
3547,34 FENTON RD,459200
3548,38 FENTON RD,423500
3549,24 FENTON RD,400400
3550,48 T FENTON RD ,800
3551,FENTON RD ,4200
3552,FENTON RD ,11000
3553,68 FENTON RD,76400
3554, FENTON RD,1600
3555,FENTON RD ,800
3556,FENTON RD ,3200
3557,FERN HILL RD ,5100
3558,202 PALMER RD,548500
3559,206 PALMER RD,311900
3560,208 PALMER RD,305900
3561,210 PALMER RD ,379000
3563,2 MAPLE LAWN DR ,132400
3564,214 PALMER RD,351200
3565,218 PALMER RD ,504800
3566,224 PALMER RD ,286500
3568,228 PALMER RD ,310800
3569,230 PALMER RD,234000
3570,232 PALMER RD ,242100
3571,234 PALMER RD,332700
3572,245 PALMER RD,386800
3573,19 FENTON RD,526700
3574,11 FENTON RD ,495700
3575,15 FENTON RD ,524300
3576,23 FENTON RD ,482500
3577,31 FENTON RD ,352400
3578,233 PALMER RD ,363000
3579,229 PALMER RD,461200
3580,225 PALMER RD,494500
3581,219 PALMER RD,463900
3582,217 PALMER RD,241900
3583,CEDARHURST DR ,106600
3584,211 PALMER RD ,253500
3585,203 PALMER RD ,362200
3586,2 CEDARHURST DR,292400
3587,8 CEDARHURST DR,308900
3588,10 CEDARHURST DR,330900
3589,194 TOWN FARM RD,343300
3590,14 CEDARHURST DR,462200
3591,18 CEDARHURST DR ,414000
3592,10 OVERLOOK DR,362600
3593,14 OVERLOOK DR,376200
3594,188 TOWN FARM RD,329300
3595,178 TOWN FARM RD,369100
3596,13 OVERLOOK DR,264300
3597,9 OVERLOOK DR,361300
3598,CEDARHURST DR ,74700
3601,30 CEDARHURST DR ,376000
3602,13 HUNTER HILL DR,296300
3603,9 HUNTER HILL DR,310800
3605,174 TOWN FARM RD,599700
3606,170 TOWN FARM RD,273500
3607,6 HUNTER HILL DR,239100
3608,10 HUNTER HILL DR ,330000
3609,34 CEDARHURST DR ,349200
3611,168 TOWN FARM RD,654300
3612, TOWN FARM RD,4200
3613,165 TOWN FARM RD,445000
3614,196 TOWN FARM RD ,383800
3615,198 TOWN FARM RD ,536100
3616,200 TOWN FARM RD ,342700
3617,TOWN FARM RD ,77800
3618, FENTON RD,1300
3620,169 TOWN FARM RD,462200
3621,181 TOWN FARM RD,456600
3622,185 TOWN FARM RD,495600
3624,61 FENTON RD,366800
3625,175 TOWN FARM RD ,573500
3626,187 TOWN FARM RD ,68700
3627,73 FENTON RD,318300
3628,164 PALMER RD,103600
3629,168 PALMER RD ,222200
3630,170 PALMER RD,296600
3631,172 PALMER RD ,227700
3632,174 PALMER RD ,299500
3633,176 PALMER RD,167600
3634,178 PALMER RD ,323800
3635,180 PALMER RD ,192100
3637,182 PALMER RD ,286300
3638,188 PALMER RD,305000
3639,190 PALMER RD ,283500
3640,192 PALMER RD ,204800
3641,196 PALMER RD,300600
3642,189 PALMER RD,309500
3643,185 PALMER RD,335100
3644,183 PALMER RD,262300
3645,181 PALMER RD,296000
3647,179 PALMER RD,282300
3648,177 PALMER RD,327500
3649,173 PALMER RD ,296000
3650,169 PALMER RD ,307900
3651,165 PALMER RD ,270700
3652,167 PALMER RD,296000
3653,157 PALMER RD,272200
3654,167   1/2 PALMER RD ,262100
3655,122 TOWN FARM RD ,349400
3657, TOWN FARM RD,5400
3658,126 TOWN FARM RD ,361700
3659,TOWN FARM RD ,10600
3661,130 TOWN FARM RD ,320600
3662,140 TOWN FARM RD,374100
3663,132 TOWN FARM RD,244400
3665,148 TOWN FARM RD ,396100
3666,TOWN FARM RD ,3800
3668,TOWN FARM RD ,73700
3669,143 TOWN FARM RD ,340700
3670,145 TOWN FARM RD ,527000
3671,130 PALMER RD ,652800
3672,120 PALMER RD ,270800
3673,134 PALMER RD ,876700
3675,144 PALMER RD,579500
3676,148 PALMER RD,259400
3677, PALMER RD,24400
3678,153 PALMER RD,281800
3679,151 PALMER RD ,303300
3680,149 PALMER RD ,268800
3681,147 PALMER RD,206100
3682,145 PALMER RD ,134200
3683,143 PALMER RD ,492300
3684,139 PALMER RD ,280800
3685,PALMER RD ,102200
3686,133 PALMER RD,251000
3687,129 PALMER RD,396000
3688,121 PALMER RD ,327100
3689, PALMER RD,45800
3690,125 PALMER RD ,317800
3691,123 PALMER RD,289100
3692,BETHANY RD ,18500
3693,84 TOWN FARM RD,328300
3695,90 TOWN FARM RD,317700
3696,98 TOWN FARM RD ,458000
3698,100 TOWN FARM RD,355300
3699,102 TOWN FARM RD,401700
3700,108 TOWN FARM RD,412500
3701,112 TOWN FARM RD,381200
3702,116 TOWN FARM RD,339300
3703,118 TOWN FARM RD ,270800
3704,63 BEEBE RD ,387200
3706,59 BEEBE RD ,290000
3707,55 BEEBE RD ,370300
3708,53 BEEBE RD ,320300
3709,51 BEEBE RD,442500
3710,43 BEEBE RD,374100
3711,37 BEEBE RD ,296000
3712, CREST RD,62300
3713,63 CREST RD ,296400
3714,61 CREST RD,334400
3715,59 CREST RD,322800
3716,57 CREST RD,393600
3717,35 BEEBE RD ,416400
3718,55 CREST RD,317500
3719,53 CREST RD ,254300
3720,49 CREST RD,352900
3721,42 CREST RD,379100
3723,46 CREST RD,361000
3724,48 CREST RD,387900
3725,56 CREST RD,410900
3726,58 CREST RD,364400
3727,60 CREST RD,269700
3728,64 CREST RD ,355300
3729,21 BEEBE RD ,324400
3730,17 BEEBE RD,285000
3731,15 BEEBE RD ,308800
3732,9 BEEBE RD,275200
3733,7 BEEBE RD ,323700
3734,5 BEEBE RD ,271100
3741,2 BEEBE RD ,338700
3742,10 BEEBE RD,274800
3743,12 BEEBE RD ,308400
3744,14 BEEBE RD,241900
3745,16 BEEBE RD ,240700
3746,20 BEEBE RD ,256200
3747,22 BEEBE RD,245800
3748,24 BEEBE RD,240100
3749,28 BEEBE RD,249100
3750,30 BEEBE RD ,248900
3751,BEEBE RD ,57500
3752,44 BEEBE RD ,620100
3753,54 BEEBE RD ,259600
3754,62 BEEBE RD ,322600
3755,58 BEEBE RD,508400
3756,96 BRIMFIELD RD,402700
3757,149 CARPENTER RD ,310100
3758,33 BRIMFIELD RD,289700
3759, BRIMFIELD RD,73900
3760,25 BRIMFIELD RD,328300
3761,28 BRIMFIELD RD,273800
3762,2 CREST RD ,338300
3764,4 CIRCLE DR ,329600
3765,8 CIRCLE DR ,323200
3766,10 CIRCLE DR ,442300
3767,14 CIRCLE DR,437200
3768,18 CIRCLE DR ,117400
3769,20 CIRCLE DR ,449400
3770,24 CIRCLE DR ,349100
3771,26 CIRCLE DR,392400
3773,32 CIRCLE DR ,399900
3774,19 BETTY JEAN DR,506400
3775,17 BETTY JEAN DR ,430900
3776,13 BETTY JEAN DR ,283300
3777,9 BETTY JEAN DR,279000
3778,8 BETTY JEAN DR,286200
3779,12 BETTY JEAN DR ,389200
3780,18 BETTY JEAN DR,407600
3781,22 BETTY JEAN DR ,352200
3782,24 BETTY JEAN DR ,356500
3783,38 CIRCLE DR ,434300
3784,42 CIRCLE DR,409400
3785,35 CIRCLE DR,461400
3786,29 CIRCLE DR,340300
3787,25 CIRCLE DR,322800
3788,21 CIRCLE DR ,391000
3789,17 CIRCLE DR,323600
3790,13 CIRCLE DR,333600
3791,15 CIRCLE DR ,453800
3792,7 CIRCLE DR ,331300
3793,4 CREST RD ,313400
3794,8 CREST RD ,253000
3795,12 CREST RD,294700
3796,14 CREST RD ,421000
3798,16 CREST RD ,271600
3799,CREST RD ,5300
3800,22 CREST RD,317900
3801,28 CREST RD ,304500
3802,30 CREST RD,275700
3803,CREST RD ,5800
3804,34 CREST RD ,373800
3805,38 CREST RD ,298000
3806,40 CREST RD ,347700
3807,47 CREST RD ,268300
3808,43 CREST RD,359400
3809,41 CREST RD,374300
3810,39 CREST RD,283600
3811,37 CREST RD,270700
3812,35 CREST RD,283300
3814,31 CREST RD,301600
3815,29 CREST RD ,277200
3816,27 CREST RD ,382000
3818,23 CREST RD,369300
3819,21 CREST RD,411200
3820,17 CREST RD ,279100
3821,15 CREST RD ,278600
3822,11 CREST RD,271000
3823, CREST RD,7400
3824,40 BRIMFIELD RD,383900
3825,48 BRIMFIELD RD,339000
3826,44 BRIMFIELD RD ,459100
